recipe_name,total_time,ingredients_list,directions_list,fat,sat_fat,cholesterol,sodium,fiber,sugar,protein,calcium,iron,potassium,img_src,text
Apple Turnovers,55,"['2 tablespoons lemon juice', '4 cups water', '4  granny smith apples - peeled', 'cored and sliced', '2 tablespoons butter', '1 cup brown sugar', '1 teaspoon ground cinnamon', '1 tablespoon cornstarch', '1 tablespoon water', '1 (17.25 ounce) package frozen puff pastry sheets', 'thawed', ""1 cup confectioners' sugar"", '1 tablespoon milk', '1 teaspoon vanilla extract']","['combine the lemon and 4 cups water in a large bowl. place the sliced apples in the water to keep them from browning.\nmelt butter in a large skillet over medium heat. drain water from apples', 'and place them into the hot skillet. cook and stir for about 2 minutes. add brown sugar', 'and cinnamon', 'and cook', 'stirring', 'for 2 more minutes. stir together cornstarch and 1 tablespoon water. pour into the skillet', 'and mix well. cook for another minute', 'or until sauce has thickened. remove from heat to cool slightly.\npreheat the oven to 400 degrees f (200 degrees c).\nunfold puff pastry sheets', 'and repair any cracks by pressing them back together. trim each sheet into a square. then cut each larger square into 4 smaller squares. spoon apples onto the center of each squares. fold over from corner to corner into a triangle shape', 'and press edges together to seal. place turnovers on a baking sheet', 'leaving about 1 inch between them.\nbake for 25 minutes in the preheated oven', 'until turnovers are puffed and lightly browned. cool completely before glazing.\nto make the glaze', ""mix together the confectioners' sugar"", 'milk and vanilla in a small bowl. adjust the thickness by adding more sugar or milk if necessary. drizzle glaze over the cooled turnovers.\n\n\n\n\n\n\n\n\n\n\n\ndotdash meredith food studios']",26.0,8.0,8.0,184.0,2.0,50.0,5.0,42.0,2.0,161.0,https://www.allrecipes.com/thmb/6EpK8eOrDHd4MMlY4u4aXTOPtHA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/59124-AppleTurnovers-mfs-2X3-1645-dea040eab9a84c7483c411988b92d134.jpg,"Apple Turnovers 2 tablespoons lemon juice, 4 cups water, 4  Granny Smith apples - peeled, cored and sliced, 2 tablespoons butter, 1 cup brown sugar, 1 teaspoon ground cinnamon, 1 tablespoon cornstarch, 1 tablespoon water, 1 (17.25 ounce) package frozen puff pastry sheets, thawed, 1 cup confectioners' sugar, 1 tablespoon milk, 1 teaspoon vanilla extract Combine the lemon and 4 cups water in a large bowl. Place the sliced apples in the water to keep them from browning.
Melt butter in a large skillet over medium heat. Drain water from apples, and place them into the hot skillet. Cook and stir for about 2 minutes. Add brown sugar, and cinnamon, and cook, stirring, for 2 more minutes. Stir together cornstarch and 1 tablespoon water. Pour into the skillet, and mix well. Cook for another minute, or until sauce has thickened. Remove from heat to cool slightly.
Preheat the oven to 400 degrees F (200 degrees C).
Unfold puff pastry sheets, and repair any cracks by pressing them back together. Trim each sheet into a square. Then cut each larger square into 4 smaller squares. Spoon apples onto the center of each squares. Fold over from corner to corner into a triangle shape, and press edges together to seal. Place turnovers on a baking sheet, leaving about 1 inch between them.
Bake for 25 minutes in the preheated oven, until turnovers are puffed and lightly browned. Cool completely before glazing.
To make the glaze, mix together the confectioners' sugar, milk and vanilla in a small bowl. Adjust the thickness by adding more sugar or milk if necessary. Drizzle glaze over the cooled turnovers.











Dotdash Meredith Food Studios
 /Desserts/Fruit Desserts/Apple Dessert Recipes/"
Apple Crisp - Perfect and Easy,60,"['2 ½ cups apples - peeled', 'cored', 'and sliced', '1 cup sifted all-purpose flour', '1 cup white sugar', '½ teaspoon ground cinnamon', '¼ teaspoon salt', '½ cup butter', 'softened']","['preheat the oven to 375 degrees f (190 degrees c). lightly grease an 8-inch square baking dish.\narrange apple slices evenly in the prepared baking dish. sift flour', 'sugar', 'cinnamon', 'and salt into a bowl. cut in butter using a pastry blender', 'or 2 knives', 'until mixture resembles coarse cornmeal; sprinkle over apples.\nbake in the preheated oven until topping is golden', '40 to 45 minutes. cool slightly before serving.\n\n\n\n\n\n\n\n\n\n\n\nnaples34102']",16.0,10.0,41.0,207.0,2.0,38.0,2.0,13.0,1.0,77.0,https://www.allrecipes.com/thmb/hPRM3eLo_H-Z2kSeRRizL0El3ao=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1046883-apple-crisp-perfect-and-easy-naples34102-e505af44f7d9409ba48fc00e15efa036.jpeg,"Apple Crisp - Perfect and Easy 2 ½ cups apples - peeled, cored, and sliced, 1 cup sifted all-purpose flour, 1 cup white sugar, ½ teaspoon ground cinnamon, ¼ teaspoon salt, ½ cup butter, softened Preheat the oven to 375 degrees F (190 degrees C). Lightly grease an 8-inch square baking dish.
Arrange apple slices evenly in the prepared baking dish. Sift flour, sugar, cinnamon, and salt into a bowl. Cut in butter using a pastry blender, or 2 knives, until mixture resembles coarse cornmeal; sprinkle over apples.
Bake in the preheated oven until topping is golden, 40 to 45 minutes. Cool slightly before serving.











naples34102
 /Desserts/Crisps and Crumbles Recipes/Apple Crisps and Crumbles Recipes/"
The Best Caramel Apples,135,"['8 large tart apples', '8  wooden chopsticks for handles', '2 cups packed brown sugar', '1 (14 ounce) can sweetened condensed milk', '1 cup light corn syrup', '1 cup butter', '2 teaspoons vanilla extract']","['bring a large saucepan of water to a boil. dip apples in boiling water for a few seconds', 'using a slotted spoon', 'then dry with paper towels to remove any wax from the peels. set apples aside to cool completely', 'about 30 minutes.\ninsert sticks into the bottom of each cooled apple through the core for a handle.\nline a baking sheet with parchment paper.\nstir brown sugar', 'sweetened condensed milk', 'corn syrup', 'and butter together in a saucepan over medium-high heat. bring to a boil', 'stirring constantly', 'then reduce heat to medium. cook until a candy thermometer reads 248 degrees f (120 degrees c)', 'stirring constantly to prevent burning', 'about 25 to 30 minutes. a teaspoon of caramel dropped in a glass of cold water', 'should form a firm ball. remove caramel from heat and stir in vanilla extract.\nworking quickly', 'dip each apple into the hot caramel to completely coat the apple and about 1/2 inch of the wooden handle. sprinkle apples with any desired toppings while still hot. let caramel apples cool on the prepared baking sheet', 'about 1 hour. use caution', 'caramel is very hot.']",28.0,17.0,78.0,269.0,5.0,113.0,5.0,210.0,1.0,491.0,https://www.allrecipes.com/thmb/8WP_nMIwgAzfbycBFQYUMEoBkfk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5939512-2a490b670e524c628534909ed0af4842.jpg,"The Best Caramel Apples 8 large tart apples, 8  wooden chopsticks for handles, 2 cups packed brown sugar, 1 (14 ounce) can sweetened condensed milk, 1 cup light corn syrup, 1 cup butter, 2 teaspoons vanilla extract Bring a large saucepan of water to a boil. Dip apples in boiling water for a few seconds, using a slotted spoon, then dry with paper towels to remove any wax from the peels. Set apples aside to cool completely, about 30 minutes.
Insert sticks into the bottom of each cooled apple through the core for a handle.
Line a baking sheet with parchment paper.
Stir brown sugar, sweetened condensed milk, corn syrup, and butter together in a saucepan over medium-high heat. Bring to a boil, stirring constantly, then reduce heat to medium. Cook until a candy thermometer reads 248 degrees F (120 degrees C), stirring constantly to prevent burning, about 25 to 30 minutes. A teaspoon of caramel dropped in a glass of cold water, should form a firm ball. Remove caramel from heat and stir in vanilla extract.
Working quickly, dip each apple into the hot caramel to completely coat the apple and about 1/2 inch of the wooden handle. Sprinkle apples with any desired toppings while still hot. Let caramel apples cool on the prepared baking sheet, about 1 hour. Use caution, caramel is very hot. /Desserts/Specialty Dessert Recipes/Caramel Apple Recipes/"
Mulligatawny Soup,80,"['½ cup chopped onion', '2 stalks celery', 'chopped', '1  carrot', 'diced', '¼ cup butter', '1 ½ tablespoons all-purpose flour', '1 ½ teaspoons curry powder', '4 cups chicken broth', '½  apple', 'cored and chopped', '¼ cup white rice', '1  skinless', 'boneless chicken breast half - cut into cubes', '1 pinch dried thyme', 'salt and ground black pepper to taste', '½ cup heavy cream', 'heated']","['melt butter in a large soup pot over medium heat. add onions', 'celery', 'and carrot and sauté until soft', '5 to 7 minutes. add flour and curry', 'and cook 5 more minutes', 'stirring frequently. add chicken broth', 'mix well', 'and bring to a boil. reduce heat and simmer for about 30 minutes.\nadd apple', 'rice', 'chicken', 'thyme', 'salt', 'and pepper. simmer until rice is tender', '15 to 20 minutes.\njust before serving', 'stir in hot cream.\n\n\n\n\n\n\n\n\n\n\n\nthebritishbaker']",16.0,10.0,62.0,734.0,1.0,3.0,7.0,38.0,1.0,186.0,https://www.allrecipes.com/thmb/c5rvXd4iW32dqTECe4PNisvQVDQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/804799-33945c287a0d46b4acce8f0247ebf88c.jpg,"Mulligatawny Soup ½ cup chopped onion, 2 stalks celery, chopped, 1  carrot, diced, ¼ cup butter, 1 ½ tablespoons all-purpose flour, 1 ½ teaspoons curry powder, 4 cups chicken broth, ½  apple, cored and chopped, ¼ cup white rice, 1  skinless, boneless chicken breast half - cut into cubes, 1 pinch dried thyme,   salt and ground black pepper to taste, ½ cup heavy cream, heated Melt butter in a large soup pot over medium heat. Add onions, celery, and carrot and sauté until soft, 5 to 7 minutes. Add flour and curry, and cook 5 more minutes, stirring frequently. Add chicken broth, mix well, and bring to a boil. Reduce heat and simmer for about 30 minutes.
Add apple, rice, chicken, thyme, salt, and pepper. Simmer until rice is tender, 15 to 20 minutes.
Just before serving, stir in hot cream.











TheBritishBaker
 /Soups, Stews and Chili Recipes/Soup Recipes/Chicken Soup Recipes/"
Sauteed Apples,20,"['¼ cup butter', '4 large tart apples - peeled', 'cored and sliced 1/4 inch thick', '½ cup cold water', '2 teaspoons cornstarch', '½ cup brown sugar', '½ teaspoon ground cinnamon']","['melt butter in a large skillet or saucepan over medium heat; add apples and cook', 'stirring constantly', 'until almost tender', '6 to 7 minutes.\nmix water and cornstarch together in a small bowl until cornstarch is dissolved; pour over apples. stir in brown sugar and cinnamon. bring to a boil for 2 minutes', 'stirring occasionally. remove from heat and serve warm.\n\n\n\n\n\n\n\n\n\n\n\ndotdash meredith food studios']",6.0,4.0,15.0,45.0,3.0,20.0,0.0,18.0,0.0,128.0,https://www.allrecipes.com/thmb/pTjoToZum_x5Ki9khNk_SSe7MEs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/21672-SauteedApples-ddmfs-1X1-0061-fe2952cf8a6148959bd0076742996deb.jpg,"Sauteed Apples ¼ cup butter, 4 large tart apples - peeled, cored and sliced 1/4 inch thick, ½ cup cold water, 2 teaspoons cornstarch, ½ cup brown sugar, ½ teaspoon ground cinnamon Melt butter in a large skillet or saucepan over medium heat; add apples and cook, stirring constantly, until almost tender, 6 to 7 minutes.
Mix water and cornstarch together in a small bowl until cornstarch is dissolved; pour over apples. Stir in brown sugar and cinnamon. Bring to a boil for 2 minutes, stirring occasionally. Remove from heat and serve warm.











dotdash meredith food studios
 /Side Dish/"
Homemade Apple Cider,435,"['10 large apples', 'quartered', 'water', 'to cover', '¾ cup white sugar', '1 tablespoon ground cinnamon', '1 tablespoon ground allspice']","['place apples in a large stockpot; cover with water by at least 2 inches. stir in sugar', 'cinnamon', 'and allspice. bring to a boil over medium-high heat. boil', 'uncovered', 'for 1 hour. reduce heat; cover and simmer for 2 hours.\nstrain apple mixture through a fine-mesh sieve; discard solids. drain cider again through a cheesecloth-lined sieve.\nrefrigerate cider until cold', 'about 4 hours.\n\n\n\n\n\n\n\n\n\n\n\n ladonna langwell']",0.0,,,1.0,2.0,18.0,0.0,12.0,0.0,98.0,https://www.allrecipes.com/thmb/M0dm6zV9huJMIy70_9np9ztM4Sw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Homemade-Apple-Cider-LaDonna-Langwell-1x1-1-a6afe5b44bd246d39e597ed59281bbd5.jpg,"Homemade Apple Cider 10 large apples, quartered,   water, to cover, ¾ cup white sugar, 1 tablespoon ground cinnamon, 1 tablespoon ground allspice Place apples in a large stockpot; cover with water by at least 2 inches. Stir in sugar, cinnamon, and allspice. Bring to a boil over medium-high heat. Boil, uncovered, for 1 hour. Reduce heat; cover and simmer for 2 hours.
Strain apple mixture through a fine-mesh sieve; discard solids. Drain cider again through a cheesecloth-lined sieve.
Refrigerate cider until cold, about 4 hours.











 LaDonna Langwell 
 /Drinks Recipes/Juice Recipes/"
Canned Apple Pie Filling,60,"['4 ½ cups white sugar', '1 cup cornstarch', '2 teaspoons ground cinnamon', '¼ teaspoon ground nutmeg', '10 cups water', '2 teaspoons salt', '3 tablespoons lemon juice', '2 drops yellow food coloring', '6 pounds apples']","['mix sugar', 'cornstarch', 'cinnamon', 'and nutmeg in a large pan. add water and salt and mix well. bring to a boil and cook until thick and bubbly. remove from heat and add lemon juice and food coloring.\nsterilize canning jars', 'lids', 'and rings by boiling them in a large pot of water.\npeel', 'core', 'and slice apples. pack the sliced apples into hot canning jars', 'leaving a 1/2 inch of headspace.\nfill jars with hot syrup', 'and gently remove air bubbles with a knife.\nput lids on and process in a water bath canner for 20 minutes.']",0.0,,,85.0,1.0,21.0,0.0,5.0,0.0,54.0,https://www.allrecipes.com/thmb/qcarmR-fmWcDZGS8BGjP51tm9Eg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1426682-1c6ec83bc56b426b9d812e0a26b1a739.jpg,"Canned Apple Pie Filling 4 ½ cups white sugar, 1 cup cornstarch, 2 teaspoons ground cinnamon, ¼ teaspoon ground nutmeg, 10 cups water, 2 teaspoons salt, 3 tablespoons lemon juice, 2 drops yellow food coloring, 6 pounds apples Mix sugar, cornstarch, cinnamon, and nutmeg in a large pan. Add water and salt and mix well. Bring to a boil and cook until thick and bubbly. Remove from heat and add lemon juice and food coloring.
Sterilize canning jars, lids, and rings by boiling them in a large pot of water.
Peel, core, and slice apples. Pack the sliced apples into hot canning jars, leaving a 1/2 inch of headspace.
Fill jars with hot syrup, and gently remove air bubbles with a knife.
Put lids on and process in a water bath canner for 20 minutes. /Desserts/Pies/Apple Pie Recipes/"
Easy Apple Pie,60,"['1 (14.1 ounce) package pastry for a 9-inch double-crust pie', '¾ cup white sugar', 'or more to taste', '1 teaspoon ground cinnamon', '6 cups thinly sliced apples', '1 tablespoon butter']","['preheat the oven to 450 degrees f (230 degrees c).\nline a 9-inch pie dish with one pastry crust; set second one aside.\ncombine 3/4 cup sugar and cinnamon in a small bowl. add more sugar if your apples are tart.\nlayer apple slices in the prepared pie dish', 'sprinkling each layer with cinnamon-sugar mixture. dot top layer with small pieces of butter. cover with top crust.\nbake pie on the lowest rack of the preheated oven for 10 minutes. reduce oven temperature to 350 degrees f (175 degrees c) and continue baking until golden brown and filling bubbles', '30 to 35 minutes more. serve warm or cold.\n\n\n\n\n\n\n\n\n\n\n\ndotdash meredith food studios']",9.0,3.0,4.0,128.0,3.0,29.0,2.0,11.0,1.0,117.0,https://www.allrecipes.com/thmb/aZyGZaTNLn-ewSEGDwwmEOwrRNg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/12324-EasyApplePie-ddmfs-1x1-0016-c0401f8117954ba9a03c62ebba7f16af.jpg,"Easy Apple Pie 1 (14.1 ounce) package pastry for a 9-inch double-crust pie, ¾ cup white sugar, or more to taste, 1 teaspoon ground cinnamon, 6 cups thinly sliced apples, 1 tablespoon butter Preheat the oven to 450 degrees F (230 degrees C).
Line a 9-inch pie dish with one pastry crust; set second one aside.
Combine 3/4 cup sugar and cinnamon in a small bowl. Add more sugar if your apples are tart.
Layer apple slices in the prepared pie dish, sprinkling each layer with cinnamon-sugar mixture. Dot top layer with small pieces of butter. Cover with top crust.
Bake pie on the lowest rack of the preheated oven for 10 minutes. Reduce oven temperature to 350 degrees F (175 degrees C) and continue baking until golden brown and filling bubbles, 30 to 35 minutes more. Serve warm or cold.











dotdash meredith food studios
 /Desserts/Pies/Apple Pie Recipes/"
Apple Crumb Pie,80,"['6 cups thinly sliced apples', '1 tablespoon lemon juice (optional)', '¾ cup white sugar', '2 tablespoons all-purpose flour', '½ teaspoon ground cinnamon', '⅛ teaspoon ground nutmeg', '½ cup raisins (optional)', '½ cup chopped walnuts (optional)', '1 (9 inch) pie shell', '½ cup all-purpose flour', '½ cup packed brown sugar', '3 tablespoons butter']","['preheat the oven to 375 degrees f (190 degrees c).\nplace sliced apples in a large bowl; sprinkle with lemon juice. mix white sugar', '2 tablespoons flour', 'cinnamon', 'and nutmeg together in a small bowl; sprinkle mixture over apples and toss until evenly coated. stir in raisins and walnuts; transfer mixture into pie shell.\nmix 1/2 cup flour and brown sugar together in a small bowl. blend in butter with a fork until mixture is crumbly; sprinkle over apple filling. cover top of pie loosely with aluminum foil.\nbake in the preheated oven for 25 minutes. remove foil and bake until top is golden brown and filling is bubbly', 'about 25 to 30 minutes more. cool on a wire rack before serving.']",15.0,4.0,11.0,139.0,4.0,49.0,4.0,37.0,1.0,261.0,https://www.allrecipes.com/thmb/3qY9aBqD34LmSObh2KKQZatIjE8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/15587-apple-crumb-pie-ddmfs-4x3-1-dc4ac2e030e04d60a7650ede077f3c45.jpg,"Apple Crumb Pie 6 cups thinly sliced apples, 1 tablespoon lemon juice (Optional), ¾ cup white sugar, 2 tablespoons all-purpose flour, ½ teaspoon ground cinnamon, ⅛ teaspoon ground nutmeg, ½ cup raisins (Optional), ½ cup chopped walnuts (Optional), 1 (9 inch) pie shell, ½ cup all-purpose flour, ½ cup packed brown sugar, 3 tablespoons butter Preheat the oven to 375 degrees F (190 degrees C).
Place sliced apples in a large bowl; sprinkle with lemon juice. Mix white sugar, 2 tablespoons flour, cinnamon, and nutmeg together in a small bowl; sprinkle mixture over apples and toss until evenly coated. Stir in raisins and walnuts; transfer mixture into pie shell.
Mix 1/2 cup flour and brown sugar together in a small bowl. Blend in butter with a fork until mixture is crumbly; sprinkle over apple filling. Cover top of pie loosely with aluminum foil.
Bake in the preheated oven for 25 minutes. Remove foil and bake until top is golden brown and filling is bubbly, about 25 to 30 minutes more. Cool on a wire rack before serving. /Desserts/Pies/Apple Pie Recipes/"
Caramel Apples,25,"['6  apples', '6  wooden craft sticks', 'cooking spray', '1 (14 ounce) package individually wrapped caramels', 'unwrapped', '2 tablespoons milk']","['remove the stem from each apple and press a craft stick into the top. spray a baking sheet with cooking spray.\nplace caramels and milk in a microwave-safe bowl; microwave for 2 minutes', 'stirring once. set aside to cool briefly.\nroll each apple quickly in caramel sauce until well coated. place on prepared sheet to set.']",6.0,2.0,5.0,164.0,3.0,57.0,4.0,104.0,0.0,295.0,https://www.allrecipes.com/thmb/Gc2LqawZpqaCSWaMdsNx5RK9J2Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/481786-6c24ca3a641f43eea1597930a40b6178.jpg,"Caramel Apples 6  apples, 6  wooden craft sticks,   cooking spray, 1 (14 ounce) package individually wrapped caramels, unwrapped, 2 tablespoons milk Remove the stem from each apple and press a craft stick into the top. Spray a baking sheet with cooking spray.
Place caramels and milk in a microwave-safe bowl; microwave for 2 minutes, stirring once. Set aside to cool briefly.
Roll each apple quickly in caramel sauce until well coated. Place on prepared sheet to set.









 /Desserts/Specialty Dessert Recipes/Caramel Apple Recipes/"
German Apple Cake,60,"['1 cup vegetable oil', '2  eggs', '2 cups white sugar', '1 teaspoon vanilla extract', '2 cups all-purpose flour', '2 teaspoons ground cinnamon', '1 teaspoon baking soda', '½ teaspoon salt', '4 cups apples - peeled', 'cored and diced']","['preheat the oven to 350 degrees f (175 degrees c). grease and flour a 9x13-inch cake pan.\nbeat oil and eggs in a mixing bowl with an electric mixer until creamy. add sugar and vanilla; beat well.\nstir together flour', 'cinnamon', 'baking soda', 'and salt in a bowl. slowly add flour mixture to egg mixture; mix until combined. the batter will be very thick. fold in apples by hand using a wooden spoon. spread batter into the prepared pan.\nbake cake in the preheated oven until a toothpick inserted into the center comes out clean', 'about 45 minutes. cool cake on a wire rack.']",10.0,1.0,16.0,107.0,1.0,19.0,2.0,7.0,1.0,41.0,https://www.allrecipes.com/thmb/u5wGUc1jJfOfLV8eG9Fl87sTyEk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2327614-809148baeed6489bbab268a7d527a08a.jpg,"German Apple Cake 1 cup vegetable oil, 2  eggs, 2 cups white sugar, 1 teaspoon vanilla extract, 2 cups all-purpose flour, 2 teaspoons ground cinnamon, 1 teaspoon baking soda, ½ teaspoon salt, 4 cups apples - peeled, cored and diced Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch cake pan.
Beat oil and eggs in a mixing bowl with an electric mixer until creamy. Add sugar and vanilla; beat well.
Stir together flour, cinnamon, baking soda, and salt in a bowl. Slowly add flour mixture to egg mixture; mix until combined. The batter will be very thick. Fold in apples by hand using a wooden spoon. Spread batter into the prepared pan.
Bake cake in the preheated oven until a toothpick inserted into the center comes out clean, about 45 minutes. Cool cake on a wire rack. /Cuisine/European/German/"
"Awesome Sausage, Apple and Cranberry Stuffing",90,"['3 ¾ cups cubed white bread', '1 ½ cups cubed whole wheat bread', '1 pound ground turkey sausage', '1 cup chopped onion', '¾ cup chopped celery', '2 ½ teaspoons dried sage', '1 ½ teaspoons dried rosemary', '½ teaspoon dried thyme', '1  golden delicious apple', 'cored and chopped', '¾ cup dried cranberries', '⅓ cup minced fresh parsley', '1  cooked turkey liver', 'finely chopped', '¾ cup turkey stock', '4 tablespoons unsalted butter', 'melted']","['preheat the oven to 350 degrees f (175 degrees c).\nspread white and whole wheat bread cubes in a single layer on a large baking sheet.\nbake in the preheated oven until evenly toasted', '5 to 7 minutes. transfer toasted bread cubes to a large bowl.\ncook sausage and onions in a large skillet over medium heat', 'stirring and breaking up lumps', 'until evenly browned', '6 to 8 minutes. add celery', 'sage', 'rosemary', 'and thyme; cook and stir until flavors blend', 'about 2 minutes.\npour sausage mixture over bread in bowl. mix in chopped apple', 'dried cranberries', 'parsley', 'and liver. drizzle with turkey stock and melted butter; mix lightly.\nallow stuffing to cool completely before loosely stuffing a turkey.\n\n\n\n\n\n\n\n\n\n\n\ndotdash meredith food studios']",12.0,5.0,80.0,548.0,2.0,9.0,13.0,47.0,3.0,268.0,https://www.allrecipes.com/thmb/A16n6yykk6y6ofEi8akwV-6V9Ck=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1x1-PASSANO_ALR0922_Faves_Stuffing_5279-7495521ab45c4b8880373657bedc0db5.jpg,"Awesome Sausage, Apple and Cranberry Stuffing 3 ¾ cups cubed white bread, 1 ½ cups cubed whole wheat bread, 1 pound ground turkey sausage, 1 cup chopped onion, ¾ cup chopped celery, 2 ½ teaspoons dried sage, 1 ½ teaspoons dried rosemary, ½ teaspoon dried thyme, 1  Golden Delicious apple, cored and chopped, ¾ cup dried cranberries, ⅓ cup minced fresh parsley, 1  cooked turkey liver, finely chopped, ¾ cup turkey stock, 4 tablespoons unsalted butter, melted Preheat the oven to 350 degrees F (175 degrees C).
Spread white and whole wheat bread cubes in a single layer on a large baking sheet.
Bake in the preheated oven until evenly toasted, 5 to 7 minutes. Transfer toasted bread cubes to a large bowl.
Cook sausage and onions in a large skillet over medium heat, stirring and breaking up lumps, until evenly browned, 6 to 8 minutes. Add celery, sage, rosemary, and thyme; cook and stir until flavors blend, about 2 minutes.
Pour sausage mixture over bread in bowl. Mix in chopped apple, dried cranberries, parsley, and liver. Drizzle with turkey stock and melted butter; mix lightly.
Allow stuffing to cool completely before loosely stuffing a turkey.











Dotdash Meredith Food Studios
 /Side Dish/Stuffing and Dressing Recipes/Sausage Stuffing and Dressing Recipes/"
